Building,Year,Month,Day,Hour,Quarter,P1(Day),P2(Holiday),P3(HighestTemp),P4(Weather),Demand
1,2019,05,19,05,1,7,5,24.00,3,5.30
1,2019,05,19,05,2,7,5,24.00,3,4.60
1,2019,05,19,05,3,7,5,24.00,3,2.70
1,2019,05,19,06,0,7,5,24.00,3,5.10
1,2019,05,19,06,1,7,5,24.00,3,4.90
1,2019,05,19,06,2,7,5,24.00,3,5.70
1,2019,05,19,06,3,7,5,24.00,3,3.80
1,2019,05,19,07,0,7,5,24.00,3,5.80
1,2019,05,19,07,1,7,5,24.00,3,2.60
1,2019,05,19,07,2,7,5,24.00,3,6.10
1,2019,05,19,07,3,7,5,24.00,3,5.30
1,2019,05,19,08,0,7,5,24.00,3,4.90
1,2019,05,19,08,1,7,5,24.00,3,4.10
1,2019,05,19,08,2,7,5,24.00,3,4.00
1,2019,05,19,08,3,7,5,24.00,3,6.70
1,2019,05,19,09,0,7,5,24.00,3,4.70
1,2019,05,19,09,1,7,5,24.00,3,4.90
1,2019,05,19,09,2,7,5,24.00,3,4.50
1,2019,05,19,09,3,7,5,24.00,3,4.20
1,2019,05,19,10,0,7,5,24.00,3,5.10
1,2019,05,19,10,1,7,5,24.00,3,5.70
1,2019,05,19,10,2,7,5,24.00,3,4.00
1,2019,05,19,10,3,7,5,24.00,3,5.90
1,2019,05,19,11,0,7,5,24.00,3,3.20
1,2019,05,19,11,1,7,5,24.00,3,6.50
1,2019,05,19,11,2,7,5,24.00,3,5.00
1,2019,05,19,11,3,7,5,24.00,3,5.20
1,2019,05,19,12,0,7,5,24.00,3,4.10
