BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,1,2,1,1,3,2,-3.9,1,2788
1,2019,1,2,1,2,3,2,-3.9,1,2808
1,2019,1,2,1,3,3,2,-3.9,1,2808
1,2019,1,2,2,0,3,2,-3.9,1,2800
1,2019,1,2,2,1,3,2,-3.9,1,2796
1,2019,1,2,2,2,3,2,-3.9,1,2784
1,2019,1,2,2,3,3,2,-3.9,1,2808
1,2019,1,2,3,0,3,2,-3.9,1,2816
1,2019,1,2,3,1,3,2,-3.9,1,2808
1,2019,1,2,3,2,3,2,-3.9,1,2784
1,2019,1,2,3,3,3,2,-3.9,1,2772
1,2019,1,2,4,0,3,2,-3.9,1,2784
1,2019,1,2,4,1,3,2,-3.9,1,2788
1,2019,1,2,4,2,3,2,-3.9,1,2796
1,2019,1,2,4,3,3,2,-3.9,1,2796
1,2019,1,2,5,0,3,2,-3.9,1,2792
1,2019,1,2,5,1,3,2,-3.9,2,2784
1,2019,1,2,5,2,3,2,-3.9,2,2832
1,2019,1,2,5,3,3,2,-3.9,2,2800
1,2019,1,2,6,0,3,2,-3.9,2,2796
1,2019,1,2,6,1,3,2,-3.9,2,2808
1,2019,1,2,6,2,3,2,-3.9,2,2776
1,2019,1,2,6,3,3,2,-3.9,2,2784
1,2019,1,2,7,0,3,2,-3.9,2,2784
1,2019,1,2,7,1,3,2,-3.9,2,2788
1,2019,1,2,7,2,3,2,-3.9,2,2808
1,2019,1,2,7,3,3,2,-3.9,2,2820
1,2019,1,2,8,0,3,2,-3.9,2,2812
1,2019,1,2,8,1,3,2,-3.9,1,2788
1,2019,1,2,8,2,3,2,-3.9,1,2780
1,2019,1,2,8,3,3,2,-3.9,1,2760
1,2019,1,2,9,0,3,2,-3.9,1,2796
1,2019,1,2,9,1,3,2,-3.9,1,2760
1,2019,1,2,9,2,3,2,-3.9,1,2796
1,2019,1,2,9,3,3,2,-3.9,1,2784
1,2019,1,2,10,0,3,2,-3.9,1,2784
1,2019,1,2,10,1,3,2,-3.9,1,4152
1,2019,1,2,10,2,3,2,-3.9,1,4104
1,2019,1,2,10,3,3,2,-3.9,1,6388
1,2019,1,2,11,0,3,2,-3.9,1,6372
1,2019,1,2,11,1,3,2,-3.9,1,6120
1,2019,1,2,11,2,3,2,-3.9,1,6124
1,2019,1,2,11,3,3,2,-3.9,1,6132
1,2019,1,2,12,0,3,2,-3.9,1,6132
1,2019,1,2,12,1,3,2,-3.9,1,6144
1,2019,1,2,12,2,3,2,-3.9,1,5808
1,2019,1,2,12,3,3,2,-3.9,1,5808
1,2019,1,2,13,0,3,2,-3.9,1,5796
1,2019,1,2,13,1,3,2,-3.9,1,5772
1,2019,1,2,13,2,3,2,-3.9,1,5784
1,2019,1,2,13,3,3,2,-3.9,1,5784
1,2019,1,2,14,0,3,2,-3.9,1,5784
1,2019,1,2,14,1,3,2,-3.9,1,5768
1,2019,1,2,14,2,3,2,-3.9,1,5784
1,2019,1,2,14,3,3,2,-3.9,1,5796
1,2019,1,2,15,0,3,2,-3.9,1,5796
1,2019,1,2,15,1,3,2,-3.9,1,5800
1,2019,1,2,15,2,3,2,-3.9,1,5808
1,2019,1,2,15,3,3,2,-3.9,1,5784
1,2019,1,2,16,0,3,2,-3.9,1,5784
