BuildingIndex,Year,Month,Day,Hour,Quarter,DayofType,Holiday,HighestTemp,Whether,Demand,
1,2018,7,26,0,2,4,4,37.8,2,7552,
1,2018,7,26,0,3,4,4,37.8,2,11184,
1,2018,7,26,1,0,4,4,37.8,2,8292,
1,2018,7,26,1,1,4,4,37.8,2,9780,
1,2018,7,26,1,2,4,4,37.8,2,12736,
1,2018,7,26,1,3,4,4,37.8,2,12920,
1,2018,7,26,2,0,4,4,37.8,2,12272,
1,2018,7,26,2,1,4,4,37.8,1,13000,
1,2018,7,26,2,2,4,4,37.8,1,13000,
1,2018,7,26,2,3,4,4,37.8,1,12616,
1,2018,7,26,3,0,4,4,37.8,1,12576,
1,2018,7,26,3,1,4,4,37.8,1,12572,
1,2018,7,26,3,2,4,4,37.8,1,12680,
1,2018,7,26,3,3,4,4,37.8,1,12596,
1,2018,7,26,4,0,4,4,37.8,1,7720,
1,2018,7,26,4,1,4,4,37.8,1,7356,
1,2018,7,26,4,2,4,4,37.8,1,3956,
1,2018,7,26,4,3,4,4,37.8,1,8632,
1,2018,7,26,5,0,4,4,37.8,1,4704,
1,2018,7,26,5,1,4,4,37.8,1,8332,
1,2018,7,26,5,2,4,4,37.8,1,6324,
1,2018,7,26,5,3,4,4,37.8,1,7008,
1,2018,7,26,6,0,4,4,37.8,1,8596,
1,2018,7,26,6,1,4,4,37.8,1,2632,
1,2018,7,26,6,2,4,4,37.8,1,9340,
1,2018,7,26,6,3,4,4,37.8,1,9648,
1,2018,7,26,7,0,4,4,37.8,1,10044,
1,2018,7,26,7,1,4,4,37.8,1,10572,
1,2018,7,26,7,2,4,4,37.8,1,10876,
1,2018,7,26,7,3,4,4,37.8,1,13000,
1,2018,7,26,8,0,4,4,37.8,1,10832,
1,2018,7,26,8,1,4,4,37.8,1,11304,
1,2018,7,26,8,2,4,4,37.8,1,12376,
1,2018,7,26,8,3,4,4,37.8,1,8872,
1,2018,7,26,9,0,4,4,37.8,1,10936,
1,2018,7,26,9,1,4,4,37.8,1,13000,
1,2018,7,26,9,2,4,4,37.8,1,13000,
1,2018,7,26,9,3,4,4,37.8,1,13000,
1,2018,7,26,10,0,4,4,37.8,1,13000,
1,2018,7,26,10,1,4,4,37.8,2,13000,
1,2018,7,26,10,2,4,4,37.8,2,13000,
1,2018,7,26,10,3,4,4,37.8,2,13000,
1,2018,7,26,11,0,4,4,37.8,2,13000,
1,2018,7,26,11,1,4,4,37.8,2,13000,
1,2018,7,26,11,2,4,4,37.8,2,13000,
1,2018,7,26,11,3,4,4,37.8,2,13000,
1,2018,7,26,12,0,4,4,37.8,2,13000,
1,2018,7,26,12,1,4,4,37.8,3,13000,
1,2018,7,26,12,2,4,4,37.8,3,13000,
1,2018,7,26,12,3,4,4,37.8,3,13000,
1,2018,7,26,13,0,4,4,37.8,3,13000,
1,2018,7,26,13,1,4,4,37.8,3,13000,
1,2018,7,26,13,2,4,4,37.8,3,13000,
1,2018,7,26,13,3,4,4,37.8,3,13000,
1,2018,7,26,14,0,4,4,37.8,3,13000,
1,2018,7,26,14,1,4,4,37.8,3,13000,
1,2018,7,26,14,2,4,4,37.8,3,13000,
1,2018,7,26,14,3,4,4,37.8,3,13000,
1,2018,7,26,15,0,4,4,37.8,3,13000,
1,2018,7,26,15,1,4,4,37.8,2,13000,
1,2018,7,26,15,2,4,4,37.8,2,13000,
1,2018,7,26,15,3,4,4,37.8,2,13000,
1,2018,7,26,16,0,4,4,37.8,2,13000,
1,2018,7,26,16,1,4,4,37.8,2,13000,
1,2018,7,26,16,2,4,4,37.8,2,13000,
1,2018,7,26,16,3,4,4,37.8,2,13000,
1,2018,7,26,17,0,4,4,37.8,2,13000,
1,2018,7,26,17,1,4,4,37.8,2,13000,
1,2018,7,26,17,2,4,4,37.8,2,13000,
1,2018,7,26,17,3,4,4,37.8,2,13000,
1,2018,7,26,18,0,4,4,37.8,2,13000,
1,2018,7,26,18,1,4,4,37.8,2,13000,
1,2018,7,26,18,2,4,4,37.8,2,13000,
1,2018,7,26,18,3,4,4,37.8,2,13000,
1,2018,7,26,19,0,4,4,37.8,2,13000,
1,2018,7,26,19,1,4,4,37.8,2,13000,
1,2018,7,26,19,2,4,4,37.8,2,13000,
1,2018,7,26,19,3,4,4,37.8,2,13000,
1,2018,7,26,20,0,4,4,37.8,2,13000,
1,2018,7,26,20,1,4,4,37.8,3,13000,
1,2018,7,26,20,2,4,4,37.8,3,13000,
1,2018,7,26,20,3,4,4,37.8,3,13000,
1,2018,7,26,21,0,4,4,37.8,3,13000,
1,2018,7,26,21,1,4,4,37.8,3,13000,
1,2018,7,26,21,2,4,4,37.8,3,13000,
1,2018,7,26,21,3,4,4,37.8,3,13000,
1,2018,7,26,22,0,4,4,37.8,3,13000,
1,2018,7,26,22,1,4,4,37.8,3,13000,
1,2018,7,26,22,2,4,4,37.8,3,13000,
1,2018,7,26,22,3,4,4,37.8,3,13000,
1,2018,7,26,23,0,4,4,37.8,3,13000,
1,2018,7,26,23,1,4,4,37.8,3,13000,
1,2018,7,26,23,2,4,4,37.8,3,13000,
1,2018,7,26,23,3,4,4,37.8,3,13000,
1,2018,7,27,0,0,4,4,37.8,3,13000,
1,2018,7,27,0,1,5,4,38.4,3,13000,
1,2018,7,27,0,2,5,4,38.4,3,13000,
1,2018,7,27,0,3,5,4,38.4,3,13000,
1,2018,7,27,1,0,5,4,38.4,3,13000,
1,2018,7,27,1,1,5,4,38.4,3,13000,
1,2018,7,27,1,2,5,4,38.4,3,13000,
1,2018,7,27,1,3,5,4,38.4,3,13000,
1,2018,7,27,2,0,5,4,38.4,3,12456,
1,2018,7,27,2,1,5,4,38.4,1,11120,
1,2018,7,27,2,2,5,4,38.4,1,10012,
1,2018,7,27,2,3,5,4,38.4,1,12008,
1,2018,7,27,3,0,5,4,38.4,1,8428,
1,2018,7,27,3,1,5,4,38.4,1,4160,
1,2018,7,27,3,2,5,4,38.4,1,10748,
1,2018,7,27,3,3,5,4,38.4,1,12460,
1,2018,7,27,4,0,5,4,38.4,1,12604,
1,2018,7,27,4,1,5,4,38.4,2,12240,
1,2018,7,27,4,2,5,4,38.4,2,12480,
1,2018,7,27,4,3,5,4,38.4,2,12816,
1,2018,7,27,5,0,5,4,38.4,2,12776,
1,2018,7,27,5,1,5,4,38.4,3,12384,
1,2018,7,27,5,2,5,4,38.4,3,12740,
1,2018,7,27,5,3,5,4,38.4,3,12408,
1,2018,7,27,6,0,5,4,38.4,3,12456,
1,2018,7,27,6,1,5,4,38.4,2,12340,
1,2018,7,27,6,2,5,4,38.4,2,12312,
1,2018,7,27,6,3,5,4,38.4,2,12388,
1,2018,7,27,7,0,5,4,38.4,2,12352,
1,2018,7,27,7,1,5,4,38.4,2,12472,
1,2018,7,27,7,2,5,4,38.4,2,13000,
1,2018,7,27,7,3,5,4,38.4,2,13000,
1,2018,7,27,8,0,5,4,38.4,2,13000,
1,2018,7,27,8,1,5,4,38.4,2,13000,
1,2018,7,27,8,2,5,4,38.4,2,13000,
1,2018,7,27,8,3,5,4,38.4,2,13000,
1,2018,7,27,9,0,5,4,38.4,2,13000,
1,2018,7,27,9,1,5,4,38.4,1,13000,
1,2018,7,27,9,2,5,4,38.4,1,13000,
1,2018,7,27,9,3,5,4,38.4,1,13000,
1,2018,7,27,10,0,5,4,38.4,1,13000,
1,2018,7,27,10,1,5,4,38.4,2,13000,
1,2018,7,27,10,2,5,4,38.4,2,13000,
1,2018,7,27,10,3,5,4,38.4,2,13000,
1,2018,7,27,11,0,5,4,38.4,2,13000,
1,2018,7,27,11,1,5,4,38.4,2,13000,
1,2018,7,27,11,2,5,4,38.4,2,13000,
1,2018,7,27,11,3,5,4,38.4,2,13000,
1,2018,7,27,12,0,5,4,38.4,2,13000,
1,2018,7,27,12,1,5,4,38.4,3,13000,
1,2018,7,27,12,2,5,4,38.4,3,13000,
1,2018,7,27,12,3,5,4,38.4,3,13000,
1,2018,7,27,13,0,5,4,38.4,3,13000,
1,2018,7,27,13,1,5,4,38.4,3,12772,
1,2018,7,27,13,2,5,4,38.4,3,13000,
1,2018,7,27,13,3,5,4,38.4,3,13000,
1,2018,7,27,14,0,5,4,38.4,3,10600,
1,2018,7,27,14,1,5,4,38.4,3,13000,
1,2018,7,27,14,2,5,4,38.4,3,13000,
1,2018,7,27,14,3,5,4,38.4,3,13000,
1,2018,7,27,15,0,5,4,38.4,3,13000,
1,2018,7,27,15,1,5,4,38.4,3,13000,
1,2018,7,27,15,2,5,4,38.4,3,13000,
1,2018,7,27,15,3,5,4,38.4,3,11712,
1,2018,7,27,16,0,5,4,38.4,3,13000,
1,2018,7,27,16,1,5,4,38.4,3,13000,
1,2018,7,27,16,2,5,4,38.4,3,13000,
1,2018,7,27,16,3,5,4,38.4,3,13000,
1,2018,7,27,17,0,5,4,38.4,3,13000,
1,2018,7,27,17,1,5,4,38.4,3,13000,
1,2018,7,27,17,2,5,4,38.4,3,13000,
1,2018,7,27,17,3,5,4,38.4,3,13000,
1,2018,7,27,18,0,5,4,38.4,3,13000,
1,2018,7,27,18,1,5,4,38.4,3,13000,
1,2018,7,27,18,2,5,4,38.4,3,13000,
1,2018,7,27,18,3,5,4,38.4,3,13000,
1,2018,7,27,19,0,5,4,38.4,3,13000,
1,2018,7,27,19,1,5,4,38.4,3,13000,
1,2018,7,27,19,2,5,4,38.4,3,13000,
1,2018,7,27,19,3,5,4,38.4,3,13000,
1,2018,7,27,20,0,5,4,38.4,3,13000,
1,2018,7,27,20,1,5,4,38.4,3,13000,
1,2018,7,27,20,2,5,4,38.4,3,13000,
1,2018,7,27,20,3,5,4,38.4,3,13000,
1,2018,7,27,21,0,5,4,38.4,3,13000,
1,2018,7,27,21,1,5,4,38.4,3,13000,
1,2018,7,27,21,2,5,4,38.4,3,10608,
1,2018,7,27,21,3,5,4,38.4,3,13000,
1,2018,7,27,22,0,5,4,38.4,3,9404,
1,2018,7,27,22,1,5,4,38.4,3,13000,
1,2018,7,27,22,2,5,4,38.4,3,13000,
1,2018,7,27,22,3,5,4,38.4,3,13000,
1,2018,7,27,23,0,5,4,38.4,3,13000,
1,2018,7,27,23,1,5,4,38.4,3,10836,
1,2018,7,27,23,2,5,4,38.4,3,13000,
1,2018,7,27,23,3,5,4,38.4,3,13000,
1,2018,7,28,0,0,5,1,38.4,3,13000,
1,2018,7,28,0,1,6,5,33.1,3,13000,
1,2018,7,28,0,2,6,5,33.1,3,13000,
1,2018,7,28,0,3,6,5,33.1,3,13000,
1,2018,7,28,1,0,6,5,33.1,3,13000,
1,2018,7,28,1,1,6,5,33.1,3,12292,
1,2018,7,28,1,2,6,5,33.1,3,11604,
1,2018,7,28,1,3,6,5,33.1,3,13000,
1,2018,7,28,2,0,6,5,33.1,3,13000,
1,2018,7,28,2,1,6,5,33.1,4,8320,
1,2018,7,28,2,2,6,5,33.1,4,11724,
1,2018,7,28,2,3,6,5,33.1,4,13000,
1,2018,7,28,3,0,6,5,33.1,4,13000,
1,2018,7,28,3,1,6,5,33.1,4,13000,
1,2018,7,28,3,2,6,5,33.1,4,13000,
1,2018,7,28,3,3,6,5,33.1,4,13000,
1,2018,7,28,4,0,6,5,33.1,4,13000,
1,2018,7,28,4,1,6,5,33.1,3,10836,
1,2018,7,28,4,2,6,5,33.1,3,10164,
1,2018,7,28,4,3,6,5,33.1,3,6772,
1,2018,7,28,5,0,6,5,33.1,3,12268,
1,2018,7,28,5,1,6,5,33.1,4,12772,
1,2018,7,28,5,2,6,5,33.1,4,9320,
1,2018,7,28,5,3,6,5,33.1,4,6328,
1,2018,7,28,6,0,6,5,33.1,4,3876,
1,2018,7,28,6,1,6,5,33.1,4,9780,
1,2018,7,28,6,2,6,5,33.1,4,5336,
1,2018,7,28,6,3,6,5,33.1,4,8456,
1,2018,7,28,7,0,6,5,33.1,4,6628,
1,2018,7,28,7,1,6,5,33.1,4,9656,
1,2018,7,28,7,2,6,5,33.1,4,8428,
1,2018,7,28,7,3,6,5,33.1,4,6296,
1,2018,7,28,8,0,6,5,33.1,4,4508,
1,2018,7,28,8,1,6,5,33.1,3,5396,
1,2018,7,28,8,2,6,5,33.1,3,9952,
1,2018,7,28,8,3,6,5,33.1,3,10748,
1,2018,7,28,9,0,6,5,33.1,3,6952,
1,2018,7,28,9,1,6,5,33.1,2,10304,
1,2018,7,28,9,2,6,5,33.1,2,9848,
1,2018,7,28,9,3,6,5,33.1,2,10256,
1,2018,7,28,10,0,6,5,33.1,2,13000,
1,2018,7,28,10,1,6,5,33.1,2,13000,
1,2018,7,28,10,2,6,5,33.1,2,13000,
1,2018,7,28,10,3,6,5,33.1,2,13000,
1,2018,7,28,11,0,6,5,33.1,2,13000,
1,2018,7,28,11,1,6,5,33.1,3,13000,
1,2018,7,28,11,2,6,5,33.1,3,13000,
1,2018,7,28,11,3,6,5,33.1,3,13000,
1,2018,7,28,12,0,6,5,33.1,3,13000,
1,2018,7,28,12,1,6,5,33.1,3,13000,
1,2018,7,28,12,2,6,5,33.1,3,13000,
1,2018,7,28,12,3,6,5,33.1,3,13000,
1,2018,7,28,13,0,6,5,33.1,3,13000,
1,2018,7,28,13,1,6,5,33.1,3,13000,
1,2018,7,28,13,2,6,5,33.1,3,13000,
1,2018,7,28,13,3,6,5,33.1,3,13000,
1,2018,7,28,14,0,6,5,33.1,3,13000,
1,2018,7,28,14,1,6,5,33.1,3,13000,
1,2018,7,28,14,2,6,5,33.1,3,13000,
1,2018,7,28,14,3,6,5,33.1,3,13000,
1,2018,7,28,15,0,6,5,33.1,3,13000,
1,2018,7,28,15,1,6,5,33.1,2,13000,
1,2018,7,28,15,2,6,5,33.1,2,13000,
1,2018,7,28,15,3,6,5,33.1,2,13000,
1,2018,7,28,16,0,6,5,33.1,2,13000,
1,2018,7,28,16,1,6,5,33.1,1,13000,
1,2018,7,28,16,2,6,5,33.1,1,13000,
1,2018,7,28,16,3,6,5,33.1,1,13000,
1,2018,7,28,17,0,6,5,33.1,1,9872,
1,2018,7,28,17,1,6,5,33.1,1,8812,
1,2018,7,28,17,2,6,5,33.1,1,13000,
1,2018,7,28,17,3,6,5,33.1,1,13000,
1,2018,7,28,18,0,6,5,33.1,1,13000,
1,2018,7,28,18,1,6,5,33.1,1,12572,
1,2018,7,28,18,2,6,5,33.1,1,13000,
1,2018,7,28,18,3,6,5,33.1,1,13000,
1,2018,7,28,19,0,6,5,33.1,1,13000,
1,2018,7,28,19,1,6,5,33.1,1,11492,
1,2018,7,28,19,2,6,5,33.1,1,8632,
1,2018,7,28,19,3,6,5,33.1,1,4588,
1,2018,7,28,20,0,6,5,33.1,1,11036,
1,2018,7,28,20,1,6,5,33.1,2,7980,
1,2018,7,28,20,2,6,5,33.1,2,3868,
1,2018,7,28,20,3,6,5,33.1,2,12760,
1,2018,7,28,21,0,6,5,33.1,2,13000,
1,2018,7,28,21,1,6,5,33.1,2,13000,
1,2018,7,28,21,2,6,5,33.1,2,13000,
1,2018,7,28,21,3,6,5,33.1,2,13000,
1,2018,7,28,22,0,6,5,33.1,2,13000,
1,2018,7,28,22,1,6,5,33.1,2,13000,
1,2018,7,28,22,2,6,5,33.1,2,13000,
1,2018,7,28,22,3,6,5,33.1,2,13000,
1,2018,7,28,23,0,6,5,33.1,2,7216,
1,2018,7,28,23,1,6,5,33.1,2,12756,
1,2018,7,28,23,2,6,5,33.1,2,13000,
1,2018,7,28,23,3,6,5,33.1,2,13000,
1,2018,7,29,0,0,6,5,33.1,2,13000,
1,2018,7,29,0,1,7,5,36.2,2,8428,
1,2018,7,29,0,2,7,5,36.2,2,8456,
1,2018,7,29,0,3,7,5,36.2,2,8236,
1,2018,7,29,1,0,7,5,36.2,2,7964,
1,2018,7,29,1,1,7,5,36.2,2,7864,
1,2018,7,29,1,2,7,5,36.2,2,7848,
1,2018,7,29,1,3,7,5,36.2,2,8176,
1,2018,7,29,2,0,7,5,36.2,2,7864,
1,2018,7,29,2,1,7,5,36.2,1,7668,
1,2018,7,29,2,2,7,5,36.2,1,7584,
1,2018,7,29,2,3,7,5,36.2,1,7932,
1,2018,7,29,3,0,7,5,36.2,1,7628,
1,2018,7,29,3,1,7,5,36.2,2,7908,
1,2018,7,29,3,2,7,5,36.2,2,7444,
1,2018,7,29,3,3,7,5,36.2,2,11504,
1,2018,7,29,4,0,7,5,36.2,2,10552,
1,2018,7,29,4,1,7,5,36.2,2,8684,
1,2018,7,29,4,2,7,5,36.2,2,5968,
1,2018,7,29,4,3,7,5,36.2,2,9164,
1,2018,7,29,5,0,7,5,36.2,2,10804,
1,2018,7,29,5,1,7,5,36.2,3,6332,
1,2018,7,29,5,2,7,5,36.2,3,6364,
1,2018,7,29,5,3,7,5,36.2,3,6304,
1,2018,7,29,6,0,7,5,36.2,3,6344,
1,2018,7,29,6,1,7,5,36.2,3,6404,
1,2018,7,29,6,2,7,5,36.2,3,6340,
1,2018,7,29,6,3,7,5,36.2,3,6448,
1,2018,7,29,7,0,7,5,36.2,3,6356,
1,2018,7,29,7,1,7,5,36.2,3,6320,
1,2018,7,29,7,2,7,5,36.2,3,9232,
1,2018,7,29,7,3,7,5,36.2,3,9772,
1,2018,7,29,8,0,7,5,36.2,3,10512,
1,2018,7,29,8,1,7,5,36.2,2,10964,
1,2018,7,29,8,2,7,5,36.2,2,6424,
1,2018,7,29,8,3,7,5,36.2,2,6516,
1,2018,7,29,9,0,7,5,36.2,2,6820,
1,2018,7,29,9,1,7,5,36.2,2,6560,
1,2018,7,29,9,2,7,5,36.2,2,6904,
1,2018,7,29,9,3,7,5,36.2,2,8076,
1,2018,7,29,10,0,7,5,36.2,2,9772,
1,2018,7,29,10,1,7,5,36.2,2,9792,
1,2018,7,29,10,2,7,5,36.2,2,9772,
1,2018,7,29,10,3,7,5,36.2,2,9676,
1,2018,7,29,11,0,7,5,36.2,2,10376,
1,2018,7,29,11,1,7,5,36.2,2,9556,
1,2018,7,29,11,2,7,5,36.2,2,9944,
1,2018,7,29,11,3,7,5,36.2,2,11060,
1,2018,7,29,12,0,7,5,36.2,2,10992,
1,2018,7,29,12,1,7,5,36.2,2,13000,
1,2018,7,29,12,2,7,5,36.2,2,11500,
1,2018,7,29,12,3,7,5,36.2,2,11476,
1,2018,7,29,13,0,7,5,36.2,2,13000,
1,2018,7,29,13,1,7,5,36.2,2,2228,
1,2018,7,29,13,2,7,5,36.2,2,2216,
1,2018,7,29,13,3,7,5,36.2,2,3596,
1,2018,7,29,14,0,7,5,36.2,2,3596,
1,2018,7,29,14,1,7,5,36.2,2,3308,
1,2018,7,29,14,2,7,5,36.2,2,3316,
1,2018,7,29,14,3,7,5,36.2,2,3288,
1,2018,7,29,15,0,7,5,36.2,2,3320,
1,2018,7,29,15,1,7,5,36.2,2,3304,
1,2018,7,29,15,2,7,5,36.2,2,3320,
1,2018,7,29,15,3,7,5,36.2,2,3288,
1,2018,7,29,16,0,7,5,36.2,2,3292,
1,2018,7,29,16,1,7,5,36.2,2,3292,
1,2018,7,29,16,2,7,5,36.2,2,3280,
1,2018,7,29,16,3,7,5,36.2,2,3292,
1,2018,7,29,17,0,7,5,36.2,2,3288,
1,2018,7,29,17,1,7,5,36.2,3,3284,
1,2018,7,29,17,2,7,5,36.2,3,3292,
1,2018,7,29,17,3,7,5,36.2,3,3292,
1,2018,7,29,18,0,7,5,36.2,3,3292,
1,2018,7,29,18,1,7,5,36.2,3,3280,
1,2018,7,29,18,2,7,5,36.2,3,3288,
1,2018,7,29,18,3,7,5,36.2,3,3072,
1,2018,7,29,19,0,7,5,36.2,3,3100,
1,2018,7,29,19,1,7,5,36.2,3,3100,
1,2018,7,29,19,2,7,5,36.2,3,1528,
1,2018,7,29,19,3,7,5,36.2,3,1716,
1,2018,7,29,20,0,7,5,36.2,3,1716,
1,2018,7,29,20,1,7,5,36.2,4,1704,
1,2018,7,29,20,2,7,5,36.2,4,1704,
1,2018,7,29,20,3,7,5,36.2,4,1768,
1,2018,7,29,21,0,7,5,36.2,4,1760,
1,2018,7,29,21,1,7,5,36.2,4,1756,
1,2018,7,29,21,2,7,5,36.2,4,1772,
1,2018,7,29,21,3,7,5,36.2,4,2152,
1,2018,7,29,22,0,7,5,36.2,4,2968,
1,2018,7,29,22,1,7,5,36.2,4,2968,
1,2018,7,29,22,2,7,5,36.2,4,3028,
1,2018,7,29,22,3,7,5,36.2,4,3028,
1,2018,7,29,23,0,7,5,36.2,4,3008,
1,2018,7,29,23,1,7,5,36.2,4,2988,
1,2018,7,29,23,2,7,5,36.2,4,3000,
1,2018,7,29,23,3,7,5,36.2,4,3020,
1,2018,7,30,0,0,7,5,36.2,4,3012,
1,2018,7,30,0,1,1,4,32.2,4,2996,
1,2018,7,30,0,2,1,4,32.2,4,2988,
1,2018,7,30,0,3,1,4,32.2,4,2976,
1,2018,7,30,1,0,1,4,32.2,4,2976,
1,2018,7,30,1,1,1,4,32.2,4,3000,
1,2018,7,30,1,2,1,4,32.2,4,3028,
1,2018,7,30,1,3,1,4,32.2,4,3004,
1,2018,7,30,2,0,1,4,32.2,4,3004,
1,2018,7,30,2,1,1,4,32.2,4,336,
1,2018,7,30,2,2,1,4,32.2,4,296,
1,2018,7,30,2,3,1,4,32.2,4,292,
1,2018,7,30,3,0,1,4,32.2,4,356,
1,2018,7,30,3,1,1,4,32.2,3,340,
1,2018,7,30,3,2,1,4,32.2,3,476,
1,2018,7,30,3,3,1,4,32.2,3,548,
1,2018,7,30,4,0,1,4,32.2,3,540,
1,2018,7,30,4,1,1,4,32.2,4,488,
1,2018,7,30,4,2,1,4,32.2,4,488,
1,2018,7,30,4,3,1,4,32.2,4,540,
1,2018,7,30,5,0,1,4,32.2,4,552,
1,2018,7,30,5,1,1,4,32.2,3,508,
1,2018,7,30,5,2,1,4,32.2,3,496,
1,2018,7,30,5,3,1,4,32.2,3,540,
1,2018,7,30,6,0,1,4,32.2,3,552,
1,2018,7,30,6,1,1,4,32.2,3,492,
1,2018,7,30,6,2,1,4,32.2,3,488,
1,2018,7,30,6,3,1,4,32.2,3,544,
1,2018,7,30,7,0,1,4,32.2,3,568,
1,2018,7,30,7,1,1,4,32.2,3,508,
1,2018,7,30,7,2,1,4,32.2,3,288,
1,2018,7,30,7,3,1,4,32.2,3,352,
1,2018,7,30,8,0,1,4,32.2,3,352,
1,2018,7,30,8,1,1,4,32.2,2,288,
1,2018,7,30,8,2,1,4,32.2,2,288,
1,2018,7,30,8,3,1,4,32.2,2,324,
1,2018,7,30,9,0,1,4,32.2,2,328,
1,2018,7,30,9,1,1,4,32.2,3,2264,
1,2018,7,30,9,2,1,4,32.2,3,2288,
1,2018,7,30,9,3,1,4,32.2,3,2404,
1,2018,7,30,10,0,1,4,32.2,3,436,
1,2018,7,30,10,1,1,4,32.2,3,384,
1,2018,7,30,10,2,1,4,32.2,3,1816,
1,2018,7,30,10,3,1,4,32.2,3,1828,
1,2018,7,30,11,0,1,4,32.2,3,1592,
1,2018,7,30,11,1,1,4,32.2,2,1588,
1,2018,7,30,11,2,1,4,32.2,2,1576,
1,2018,7,30,11,3,1,4,32.2,2,1576,
1,2018,7,30,12,0,1,4,32.2,2,1576,
1,2018,7,30,12,1,1,4,32.2,3,1584,
1,2018,7,30,12,2,1,4,32.2,3,1596,
1,2018,7,30,12,3,1,4,32.2,3,1576,
1,2018,7,30,13,0,1,4,32.2,3,1588,
1,2018,7,30,13,1,1,4,32.2,3,1588,
1,2018,7,30,13,2,1,4,32.2,3,1572,
1,2018,7,30,13,3,1,4,32.2,3,1580,
1,2018,7,30,14,0,1,4,32.2,3,1564,
1,2018,7,30,14,1,1,4,32.2,3,1572,
1,2018,7,30,14,2,1,4,32.2,3,1592,
1,2018,7,30,14,3,1,4,32.2,3,1588,
1,2018,7,30,15,0,1,4,32.2,3,1576,
1,2018,7,30,15,1,1,4,32.2,2,1576,
1,2018,7,30,15,2,1,4,32.2,2,1592,
1,2018,7,30,15,3,1,4,32.2,2,1576,
1,2018,7,30,16,0,1,4,32.2,2,1596,
1,2018,7,30,16,1,1,4,32.2,2,1852,
1,2018,7,30,16,2,1,4,32.2,2,1856,
1,2018,7,30,16,3,1,4,32.2,2,1840,
1,2018,7,30,17,0,1,4,32.2,2,1848,
1,2018,7,30,17,1,1,4,32.2,2,1848,
1,2018,7,30,17,2,1,4,32.2,2,1852,
1,2018,7,30,17,3,1,4,32.2,2,1852,
1,2018,7,30,18,0,1,4,32.2,2,1864,
1,2018,7,30,18,1,1,4,32.2,2,1848,
1,2018,7,30,18,2,1,4,32.2,2,1840,
1,2018,7,30,18,3,1,4,32.2,2,1848,
1,2018,7,30,19,0,1,4,32.2,2,1852,
1,2018,7,30,19,1,1,4,32.2,2,1856,
1,2018,7,30,19,2,1,4,32.2,2,1852,
1,2018,7,30,19,3,1,4,32.2,2,1864,
1,2018,7,30,20,0,1,4,32.2,2,1844,
1,2018,7,30,20,1,1,4,32.2,1,1848,
1,2018,7,30,20,2,1,4,32.2,1,1864,
1,2018,7,30,20,3,1,4,32.2,1,1864,
1,2018,7,30,21,0,1,4,32.2,1,1852,
1,2018,7,30,21,1,1,4,32.2,1,1856,
1,2018,7,30,21,2,1,4,32.2,1,3192,
1,2018,7,30,21,3,1,4,32.2,1,1272,
1,2018,7,30,22,0,1,4,32.2,1,1484,
1,2018,7,30,22,1,1,4,32.2,1,2832,
1,2018,7,30,22,2,1,4,32.2,1,2828,
1,2018,7,30,22,3,1,4,32.2,1,13000,
1,2018,7,30,23,0,1,4,32.2,1,13000,
1,2018,7,30,23,1,1,4,32.2,1,13000,
1,2018,7,30,23,2,1,4,32.2,1,13000,
1,2018,7,30,23,3,1,4,32.2,1,13000,
1,2018,7,31,0,0,1,4,32.2,1,13000,
1,2018,7,31,0,1,2,4,33.7,1,13000,
1,2018,7,31,0,2,2,4,33.7,1,13000,
1,2018,7,31,0,3,2,4,33.7,1,13000,
1,2018,7,31,1,0,2,4,33.7,1,13000,
1,2018,7,31,1,1,2,4,33.7,1,13000,
1,2018,7,31,1,2,2,4,33.7,1,13000,
1,2018,7,31,1,3,2,4,33.7,1,13000,
1,2018,7,31,2,0,2,4,33.7,1,13000,
1,2018,7,31,2,1,2,4,33.7,1,13000,
1,2018,7,31,2,2,2,4,33.7,1,13000,
1,2018,7,31,2,3,2,4,33.7,1,13000,
1,2018,7,31,3,0,2,4,33.7,1,13000,
1,2018,7,31,3,1,2,4,33.7,1,13000,
1,2018,7,31,3,2,2,4,33.7,1,13000,
1,2018,7,31,3,3,2,4,33.7,1,13000,
1,2018,7,31,4,0,2,4,33.7,1,13000,
1,2018,7,31,4,1,2,4,33.7,2,13000,
1,2018,7,31,4,2,2,4,33.7,2,12452,
1,2018,7,31,4,3,2,4,33.7,2,13000,
1,2018,7,31,5,0,2,4,33.7,2,10192,
1,2018,7,31,5,1,2,4,33.7,3,12240,
1,2018,7,31,5,2,2,4,33.7,3,7052,
1,2018,7,31,5,3,2,4,33.7,3,12812,
1,2018,7,31,6,0,2,4,33.7,3,8108,
1,2018,7,31,6,1,2,4,33.7,2,9932,
1,2018,7,31,6,2,2,4,33.7,2,10760,
1,2018,7,31,6,3,2,4,33.7,2,8420,
1,2018,7,31,7,0,2,4,33.7,2,8040,
1,2018,7,31,7,1,2,4,33.7,2,12368,
1,2018,7,31,7,2,2,4,33.7,2,5772,
1,2018,7,31,7,3,2,4,33.7,2,6908,
1,2018,7,31,8,0,2,4,33.7,2,4312,
1,2018,7,31,8,1,2,4,33.7,1,4824,
1,2018,7,31,8,2,2,4,33.7,1,4564,
1,2018,7,31,8,3,2,4,33.7,1,4964,
1,2018,7,31,9,0,2,4,33.7,1,10932,
1,2018,7,31,9,1,2,4,33.7,2,13000,
1,2018,7,31,9,2,2,4,33.7,2,13000,
