BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,6,22,1,2,6,5,26.2,3,9820
1,2019,6,22,1,3,6,5,26.2,3,11036
1,2019,6,22,2,0,6,5,26.2,3,11152
1,2019,6,22,2,1,6,5,26.2,2,10012
1,2019,6,22,2,2,6,5,26.2,2,9636
1,2019,6,22,2,3,6,5,26.2,2,9628
1,2019,6,22,3,0,6,5,26.2,2,10220
1,2019,6,22,3,1,6,5,26.2,2,8824
1,2019,6,22,3,2,6,5,26.2,2,9232
1,2019,6,22,3,3,6,5,26.2,2,6636
1,2019,6,22,4,0,6,5,26.2,2,20932
1,2019,6,22,4,1,6,5,26.2,3,1884
1,2019,6,22,4,2,6,5,26.2,3,15808
1,2019,6,22,4,3,6,5,26.2,3,13312
1,2019,6,22,5,0,6,5,26.2,3,5484
1,2019,6,22,5,1,6,5,26.2,3,9000
1,2019,6,22,5,2,6,5,26.2,3,4984
1,2019,6,22,5,3,6,5,26.2,3,31552
1,2019,6,22,6,0,6,5,26.2,3,17956
1,2019,6,22,6,1,6,5,26.2,3,9264
1,2019,6,22,6,2,6,5,26.2,3,7252
1,2019,6,22,6,3,6,5,26.2,3,5460
1,2019,6,22,7,0,6,5,26.2,3,8400
1,2019,6,22,7,1,6,5,26.2,3,8780
1,2019,6,22,7,2,6,5,26.2,3,11004
1,2019,6,22,7,3,6,5,26.2,3,11104
1,2019,6,22,8,0,6,5,26.2,3,10436
1,2019,6,22,8,1,6,5,26.2,3,21664
1,2019,6,22,8,2,6,5,26.2,3,20492
1,2019,6,22,8,3,6,5,26.2,3,17692
1,2019,6,22,9,0,6,5,26.2,3,7756
1,2019,6,22,9,1,6,5,26.2,2,9328
1,2019,6,22,9,2,6,5,26.2,2,8520
1,2019,6,22,9,3,6,5,26.2,2,5104
1,2019,6,22,10,0,6,5,26.2,2,14836
1,2019,6,22,10,1,6,5,26.2,2,10464
1,2019,6,22,10,2,6,5,26.2,2,20440
1,2019,6,22,10,3,6,5,26.2,2,14660
1,2019,6,22,11,0,6,5,26.2,2,8544
1,2019,6,22,11,1,6,5,26.2,2,7692
1,2019,6,22,11,2,6,5,26.2,2,7728
1,2019,6,22,11,3,6,5,26.2,2,8184
1,2019,6,22,12,0,6,5,26.2,2,11164
1,2019,6,22,12,1,6,5,26.2,2,9736
1,2019,6,22,12,2,6,5,26.2,2,11032
1,2019,6,22,12,3,6,5,26.2,2,21924
1,2019,6,22,13,0,6,5,26.2,2,23232
1,2019,6,22,13,1,6,5,26.2,2,20448
1,2019,6,22,13,2,6,5,26.2,2,9316
1,2019,6,22,13,3,6,5,26.2,2,20140
1,2019,6,22,14,0,6,5,26.2,2,20940
1,2019,6,22,14,1,6,5,26.2,2,20916
1,2019,6,22,14,2,6,5,26.2,2,23508
1,2019,6,22,14,3,6,5,26.2,2,20496
1,2019,6,22,15,0,6,5,26.2,2,18112
1,2019,6,22,15,1,6,5,26.2,1,24460
1,2019,6,22,15,2,6,5,26.2,1,18100
1,2019,6,22,15,3,6,5,26.2,1,17996
1,2019,6,22,16,0,6,5,26.2,1,24308
1,2019,6,22,16,1,6,5,26.2,1,23520
1,2019,6,22,16,2,6,5,26.2,1,17596
