BuildingIndex,Year,Month,Day,Hour,Quarter,DemandMean,CIMin,CIMax,CILevel,pmfStartIndx,pmfStep,DemandpmfData1,DemandpmfData2,DemandpmfData3,DemandpmfData4,DemandpmfData5,DemandpmfData6,DemandpmfData7,DemandpmfData8,DemandpmfData9,DemandpmfData10,
1,2019,02,10,14,0,3300.124235,2355.991665,4244.256805,95,3299.500000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
1,2019,02,10,14,1,3322.736003,2279.474831,4365.997176,95,3322.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,
1,2019,02,10,14,2,3669.393216,2674.973060,4663.813372,95,3669.000000,0.100000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,14,3,4112.449293,3134.999091,5089.899495,95,4112.000000,0.100000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,15,0,4450.586327,3534.700411,5366.472244,95,4450.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,15,1,4810.982646,3816.478841,5805.486450,95,4810.500000,0.100000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,15,2,4980.767549,4011.335302,5950.199796,95,4980.500000,0.100000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,15,3,5117.888998,4505.272172,5730.505823,95,5117.500000,0.100000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,16,0,5332.233476,4579.203828,6085.263125,95,5331.500000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,
1,2019,02,10,16,1,5122.834142,4487.292937,5758.375347,95,5122.500000,0.100000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,16,2,5145.311604,4537.175231,5753.447977,95,5145.000000,0.100000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,16,3,5181.933923,4654.852527,5709.015319,95,5181.500000,0.100000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,17,0,5096.070712,4513.448692,5678.692731,95,5095.500000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,17,1,4983.026439,4408.078929,5557.973948,95,4982.500000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,17,2,4903.766095,3953.042523,5854.489668,95,4903.500000,0.100000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,2019,02,10,17,3,4953.358548,4020.642389,5886.074707,95,4953.000000,0.100000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
